	assay	cell_type	tissue	tissue_general	suspension_type	disease	dataset_id	development_stage	soma_joinid	soma_joinidy	citation	collection_id	collection_name	collection_doi	dataset_version_id	dataset_title	dataset_h5ad_path	dataset_total_cell_count	rachel_subclass	rachel_class	rachel_family
10	10x 3' v3	sncg GABAergic cortical interneuron	dorsolateral prefrontal cortex	brain	nucleus	normal	716a4acc-919e-4326-9672-ebe06ede84e6	50-year-old human stage	25872575	702	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/a2e7b6e9-79d5-446d-8fb1-19128c97a48f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	a2e7b6e9-79d5-446d-8fb1-19128c97a48f	Dissection: Dorsolateral prefrontal cortex (DFC)	716a4acc-919e-4326-9672-ebe06ede84e6.h5ad	113339	SNCG	CGE	GABAergic
11	10x 3' v3	vip GABAergic cortical interneuron	dorsolateral prefrontal cortex	brain	nucleus	normal	716a4acc-919e-4326-9672-ebe06ede84e6	50-year-old human stage	25873231	702	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/a2e7b6e9-79d5-446d-8fb1-19128c97a48f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	a2e7b6e9-79d5-446d-8fb1-19128c97a48f	Dissection: Dorsolateral prefrontal cortex (DFC)	716a4acc-919e-4326-9672-ebe06ede84e6.h5ad	113339	VIP	CGE	GABAergic
12	10x 3' v3	vip GABAergic cortical interneuron	dorsolateral prefrontal cortex	brain	nucleus	normal	716a4acc-919e-4326-9672-ebe06ede84e6	50-year-old human stage	25874867	702	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/a2e7b6e9-79d5-446d-8fb1-19128c97a48f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	a2e7b6e9-79d5-446d-8fb1-19128c97a48f	Dissection: Dorsolateral prefrontal cortex (DFC)	716a4acc-919e-4326-9672-ebe06ede84e6.h5ad	113339	VIP	CGE	GABAergic
13	10x 3' v3	vip GABAergic cortical interneuron	dorsolateral prefrontal cortex	brain	nucleus	normal	716a4acc-919e-4326-9672-ebe06ede84e6	50-year-old human stage	25875091	702	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/a2e7b6e9-79d5-446d-8fb1-19128c97a48f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	a2e7b6e9-79d5-446d-8fb1-19128c97a48f	Dissection: Dorsolateral prefrontal cortex (DFC)	716a4acc-919e-4326-9672-ebe06ede84e6.h5ad	113339	VIP	CGE	GABAergic
14	10x 3' v3	lamp5 GABAergic cortical interneuron	dorsolateral prefrontal cortex	brain	nucleus	normal	716a4acc-919e-4326-9672-ebe06ede84e6	43-year-old human stage	25885825	702	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/a2e7b6e9-79d5-446d-8fb1-19128c97a48f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	a2e7b6e9-79d5-446d-8fb1-19128c97a48f	Dissection: Dorsolateral prefrontal cortex (DFC)	716a4acc-919e-4326-9672-ebe06ede84e6.h5ad	113339	LAMP5	CGE	GABAergic
15	10x 3' v3	lamp5 GABAergic cortical interneuron	dorsolateral prefrontal cortex	brain	nucleus	normal	716a4acc-919e-4326-9672-ebe06ede84e6	60-year-old human stage	25885930	702	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/a2e7b6e9-79d5-446d-8fb1-19128c97a48f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	a2e7b6e9-79d5-446d-8fb1-19128c97a48f	Dissection: Dorsolateral prefrontal cortex (DFC)	716a4acc-919e-4326-9672-ebe06ede84e6.h5ad	113339	LAMP5	CGE	GABAergic
16	10x 3' v3	caudal ganglionic eminence derived GABAergic cortical interneuron	dorsolateral prefrontal cortex	brain	nucleus	normal	716a4acc-919e-4326-9672-ebe06ede84e6	43-year-old human stage	25886012	702	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/a2e7b6e9-79d5-446d-8fb1-19128c97a48f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	a2e7b6e9-79d5-446d-8fb1-19128c97a48f	Dissection: Dorsolateral prefrontal cortex (DFC)	716a4acc-919e-4326-9672-ebe06ede84e6.h5ad	113339	CGE	CGE	GABAergic
17	10x 3' v3	sncg GABAergic cortical interneuron	dorsolateral prefrontal cortex	brain	nucleus	normal	716a4acc-919e-4326-9672-ebe06ede84e6	43-year-old human stage	25886032	702	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/a2e7b6e9-79d5-446d-8fb1-19128c97a48f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	a2e7b6e9-79d5-446d-8fb1-19128c97a48f	Dissection: Dorsolateral prefrontal cortex (DFC)	716a4acc-919e-4326-9672-ebe06ede84e6.h5ad	113339	SNCG	CGE	GABAergic
18	10x 3' v3	vip GABAergic cortical interneuron	dorsolateral prefrontal cortex	brain	nucleus	normal	716a4acc-919e-4326-9672-ebe06ede84e6	60-year-old human stage	25886440	702	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/a2e7b6e9-79d5-446d-8fb1-19128c97a48f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	a2e7b6e9-79d5-446d-8fb1-19128c97a48f	Dissection: Dorsolateral prefrontal cortex (DFC)	716a4acc-919e-4326-9672-ebe06ede84e6.h5ad	113339	VIP	CGE	GABAergic
19	10x 3' v3	vip GABAergic cortical interneuron	dorsolateral prefrontal cortex	brain	nucleus	normal	716a4acc-919e-4326-9672-ebe06ede84e6	60-year-old human stage	25886522	702	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/a2e7b6e9-79d5-446d-8fb1-19128c97a48f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	a2e7b6e9-79d5-446d-8fb1-19128c97a48f	Dissection: Dorsolateral prefrontal cortex (DFC)	716a4acc-919e-4326-9672-ebe06ede84e6.h5ad	113339	VIP	CGE	GABAergic
20	10x 3' v3	near-projecting glutamatergic cortical neuron	dorsolateral prefrontal cortex	brain	nucleus	normal	716a4acc-919e-4326-9672-ebe06ede84e6	50-year-old human stage	25887042	702	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/a2e7b6e9-79d5-446d-8fb1-19128c97a48f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	a2e7b6e9-79d5-446d-8fb1-19128c97a48f	Dissection: Dorsolateral prefrontal cortex (DFC)	716a4acc-919e-4326-9672-ebe06ede84e6.h5ad	113339	L5/6 NP	deep layer non-IT	Glutamatergic
21	10x 3' v3	near-projecting glutamatergic cortical neuron	dorsolateral prefrontal cortex	brain	nucleus	normal	716a4acc-919e-4326-9672-ebe06ede84e6	50-year-old human stage	25887332	702	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/a2e7b6e9-79d5-446d-8fb1-19128c97a48f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	a2e7b6e9-79d5-446d-8fb1-19128c97a48f	Dissection: Dorsolateral prefrontal cortex (DFC)	716a4acc-919e-4326-9672-ebe06ede84e6.h5ad	113339	L5/6 NP	deep layer non-IT	Glutamatergic
22	10x 3' v3	corticothalamic-projecting glutamatergic cortical neuron	dorsolateral prefrontal cortex	brain	nucleus	normal	716a4acc-919e-4326-9672-ebe06ede84e6	50-year-old human stage	25888041	702	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/a2e7b6e9-79d5-446d-8fb1-19128c97a48f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	a2e7b6e9-79d5-446d-8fb1-19128c97a48f	Dissection: Dorsolateral prefrontal cortex (DFC)	716a4acc-919e-4326-9672-ebe06ede84e6.h5ad	113339	L6 CT	deep layer non-IT	Glutamatergic
23	10x 3' v3	corticothalamic-projecting glutamatergic cortical neuron	dorsolateral prefrontal cortex	brain	nucleus	normal	716a4acc-919e-4326-9672-ebe06ede84e6	50-year-old human stage	25888051	702	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/a2e7b6e9-79d5-446d-8fb1-19128c97a48f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	a2e7b6e9-79d5-446d-8fb1-19128c97a48f	Dissection: Dorsolateral prefrontal cortex (DFC)	716a4acc-919e-4326-9672-ebe06ede84e6.h5ad	113339	L6 CT	deep layer non-IT	Glutamatergic
24	10x 3' v3	corticothalamic-projecting glutamatergic cortical neuron	dorsolateral prefrontal cortex	brain	nucleus	normal	716a4acc-919e-4326-9672-ebe06ede84e6	50-year-old human stage	25888106	702	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/a2e7b6e9-79d5-446d-8fb1-19128c97a48f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	a2e7b6e9-79d5-446d-8fb1-19128c97a48f	Dissection: Dorsolateral prefrontal cortex (DFC)	716a4acc-919e-4326-9672-ebe06ede84e6.h5ad	113339	L6 CT	deep layer non-IT	Glutamatergic
25	10x 3' v3	corticothalamic-projecting glutamatergic cortical neuron	dorsolateral prefrontal cortex	brain	nucleus	normal	716a4acc-919e-4326-9672-ebe06ede84e6	50-year-old human stage	25888167	702	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/a2e7b6e9-79d5-446d-8fb1-19128c97a48f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	a2e7b6e9-79d5-446d-8fb1-19128c97a48f	Dissection: Dorsolateral prefrontal cortex (DFC)	716a4acc-919e-4326-9672-ebe06ede84e6.h5ad	113339	L6 CT	deep layer non-IT	Glutamatergic
26	10x 3' v3	corticothalamic-projecting glutamatergic cortical neuron	dorsolateral prefrontal cortex	brain	nucleus	normal	716a4acc-919e-4326-9672-ebe06ede84e6	50-year-old human stage	25888291	702	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/a2e7b6e9-79d5-446d-8fb1-19128c97a48f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	a2e7b6e9-79d5-446d-8fb1-19128c97a48f	Dissection: Dorsolateral prefrontal cortex (DFC)	716a4acc-919e-4326-9672-ebe06ede84e6.h5ad	113339	L6 CT	deep layer non-IT	Glutamatergic
27	10x 3' v3	L6b glutamatergic cortical neuron	dorsolateral prefrontal cortex	brain	nucleus	normal	716a4acc-919e-4326-9672-ebe06ede84e6	50-year-old human stage	25888764	702	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/a2e7b6e9-79d5-446d-8fb1-19128c97a48f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	a2e7b6e9-79d5-446d-8fb1-19128c97a48f	Dissection: Dorsolateral prefrontal cortex (DFC)	716a4acc-919e-4326-9672-ebe06ede84e6.h5ad	113339	L6b	deep layer non-IT	Glutamatergic
28	10x 3' v3	L5 extratelencephalic projecting glutamatergic cortical neuron	dorsolateral prefrontal cortex	brain	nucleus	normal	716a4acc-919e-4326-9672-ebe06ede84e6	43-year-old human stage	25892555	702	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/a2e7b6e9-79d5-446d-8fb1-19128c97a48f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	a2e7b6e9-79d5-446d-8fb1-19128c97a48f	Dissection: Dorsolateral prefrontal cortex (DFC)	716a4acc-919e-4326-9672-ebe06ede84e6.h5ad	113339	L5 ET	deep layer non-IT	Glutamatergic
29	10x 3' v3	L5 extratelencephalic projecting glutamatergic cortical neuron	dorsolateral prefrontal cortex	brain	nucleus	normal	716a4acc-919e-4326-9672-ebe06ede84e6	43-year-old human stage	25892585	702	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/a2e7b6e9-79d5-446d-8fb1-19128c97a48f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	a2e7b6e9-79d5-446d-8fb1-19128c97a48f	Dissection: Dorsolateral prefrontal cortex (DFC)	716a4acc-919e-4326-9672-ebe06ede84e6.h5ad	113339	L5 ET	deep layer non-IT	Glutamatergic
30	10x 3' v3	L5 extratelencephalic projecting glutamatergic cortical neuron	dorsolateral prefrontal cortex	brain	nucleus	normal	716a4acc-919e-4326-9672-ebe06ede84e6	60-year-old human stage	25892657	702	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/a2e7b6e9-79d5-446d-8fb1-19128c97a48f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	a2e7b6e9-79d5-446d-8fb1-19128c97a48f	Dissection: Dorsolateral prefrontal cortex (DFC)	716a4acc-919e-4326-9672-ebe06ede84e6.h5ad	113339	L5 ET	deep layer non-IT	Glutamatergic
31	10x 3' v3	L5 extratelencephalic projecting glutamatergic cortical neuron	dorsolateral prefrontal cortex	brain	nucleus	normal	716a4acc-919e-4326-9672-ebe06ede84e6	60-year-old human stage	25892672	702	Publication: https://doi.org/10.1126/science.adf6812 Dataset Version: https://datasets.cellxgene.cziscience.com/a2e7b6e9-79d5-446d-8fb1-19128c97a48f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	d17249d2-0e6e-4500-abb8-e6c93fa1ac6f	Transcriptomic cytoarchitecture reveals principles of human neocortex organization	10.1126/science.adf6812	a2e7b6e9-79d5-446d-8fb1-19128c97a48f	Dissection: Dorsolateral prefrontal cortex (DFC)	716a4acc-919e-4326-9672-ebe06ede84e6.h5ad	113339	L5 ET	deep layer non-IT	Glutamatergic
